recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, crossing, effect_size_ph, hr_before, hazard_trt_before, target_median_trt, hazard_trt_after, target_hr, random_withdrawal, exp_fup, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, AHRoc_6m, AHRoc_robust_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, AHRoc_12m, AHRoc_robust_12m, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, AHRoc_360m, AHRoc_robust_360m, rmst_trt_fup, rmst_ctrl_fup, gAHR_fup, AHR_fup, AHRoc_fup, AHRoc_robust_fup, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0, 0.5, 1.5, 0.00569320066168333, 223.600075731317, 0.00309994161805583, 0.816748381693065, 0.000379567234342469, 35.0573568085252, 223.600075731317, 182.625, 139.447768896073, 131.736090921173, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 218.615064293478, 197.60413638176, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 322.586720399967, 263.472181842347, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 310.781361480136, 258.881800420628, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.567720057654032, 0.5, 0.322306063862697, 0.25
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0, 0.5, 1.5, 0.00569320066168333, 223.600075731317, 0.00309994161805583, 0.816748381693065, 0.000379567234342469, 47.0573568085252, 223.600075731317, 182.625, 139.447768896073, 131.736090921173, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 218.615064293478, 197.60413638176, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 322.586720399967, 263.472181842347, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 318.78178163403, 262.324586486917, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.567720057654032, 0.5, 0.322306063862697, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0, 0.5, 1.5, 0.00569320066168333, 210.728463438118, 0.00328929072632607, 0.866636604378929, 0.000391788616480024, 34.0754444238, 210.728463438118, 182.625, 137.286764841063, 131.736090921173, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 212.578110244472, 197.60413638176, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 304.016909176324, 263.472181842347, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378929, 293.987464310869, 258.330408203485, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.548423917560983, 0.5, 0.300768793352936, 0.25
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0, 0.5, 1.5, 0.00569320066168333, 210.728463438118, 0.00328929072632607, 0.866636604378929, 0.000391788616480024, 46.0754444238, 210.728463438118, 182.625, 137.286764841063, 131.736090921173, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 212.578110244472, 197.60413638176, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 304.016909176324, 263.472181842347, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378929, 301.000365146142, 262.186738432632, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.548423917560983, 0.5, 0.300768793352936, 0.25
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0, 0.5, 1.5, 0.00569320066168333, 205.265557270136, 0.00337683140697464, 0.889701138509371, 0.000397238898626003, 33.6587060152193, 205.265557270136, 182.625, 136.303543450698, 131.736090921173, 0.889701138509371, 0.889701138509371, 0.88970113850937, 0.889701138509371, 209.870097965691, 197.60413638176, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 296.135601538934, 263.472181842347, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 286.823655993395, 258.076809596167, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.539725913593751, 0.5, 0.291304061804609, 0.25
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0, 0.5, 1.5, 0.00569320066168333, 205.265557270136, 0.00337683140697464, 0.889701138509371, 0.000397238898626003, 45.6587060152193, 205.265557270136, 182.625, 136.303543450698, 131.736090921173, 0.889701138509371, 0.889701138509371, 0.88970113850937, 0.889701138509371, 209.870097965691, 197.60413638176, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 296.135601538934, 263.472181842347, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 293.422993978215, 262.123338780802, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.539725913593751, 0.5, 0.291304061804609, 0.25
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1423.00038774062, 0.000487102594301113, 0.77002789980949, 0.000237086255708286, 126.553743879443, 1423.00038774062, 1095.75, 174.737704188348, 172.47091664017, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 334.602575653623, 326.125035191387, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 2043.08452411491, 1579.2893087386, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 1738.53658573407, 1442.58770106989, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.914884810967635, 0.890898718140339, 0.837014217339286, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1423.00038774062, 0.000487102594301113, 0.77002789980949, 0.000237086255708286, 138.553743879443, 1423.00038774062, 1095.75, 174.737704188348, 172.47091664017, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 334.602575653623, 326.125035191387, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 2043.08452411491, 1579.2893087386, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 1789.78241527754, 1471.10765230875, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.914884810967635, 0.890898718140339, 0.837014217339286, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1341.6004543879, 0.000516656936342638, 0.816748381693065, 0.000244506928719416, 120.344140851151, 1341.6004543879, 1095.75, 174.273961897321, 172.47091664017, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 332.856322190722, 326.125035191387, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 1928.78838424318, 1579.2893087386, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 1643.84824799071, 1425.03037914064, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.909960148761837, 0.890898718140339, 0.828027472334664, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1341.6004543879, 0.000516656936342638, 0.816748381693065, 0.000244506928719416, 132.344140851151, 1341.6004543879, 1095.75, 174.273961897321, 172.47091664017, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 332.856322190722, 326.125035191387, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 1928.78838424318, 1579.2893087386, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 1694.00783187623, 1457.17239665863, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.909960148761837, 0.890898718140339, 0.828027472334664, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1264.37078062871, 0.000548215121054345, 0.866636604378929, 0.000252121989516433, 114.4526665428, 1264.37078062871, 1095.75, 173.780601164577, 172.47091664017, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 331.005271595486, 326.125035191387, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378928, 1819.61180122059, 1579.2893087386, 0.866636604378929, 0.866636604378928, 0.866636604378928, 0.866636604378929, 1553.93142020554, 1406.31550670056, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.904730846695665, 0.890898718140339, 0.818537904962654, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1264.37078062871, 0.000548215121054345, 0.866636604378929, 0.000252121989516433, 126.4526665428, 1264.37078062871, 1095.75, 173.780601164577, 172.47091664017, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 331.005271595486, 326.125035191387, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378928, 1819.61180122059, 1579.2893087386, 0.866636604378929, 0.866636604378928, 0.866636604378928, 0.866636604378929, 1602.95704074617, 1442.31839255921, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378928, 0.904730846695665, 0.890898718140339, 0.818537904962654, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1231.59334362081, 0.000562805234495773, 0.889701138509371, 0.000255542203145094, 111.952236091316, 1231.59334362081, 1095.75, 173.553143217596, 172.47091664017, 0.889701138509371, 0.889701138509371, 0.88970113850937, 0.889701138509371, 330.154202455095, 326.125035191387, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 1773.08647895601, 1579.2893087386, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 1515.74268737382, 1397.7080845437, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.902323382533942, 0.890898718140339, 0.814187486667495, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0, 0.5, 1.5, 0.000948866776947222, 1231.59334362081, 0.000562805234495773, 0.889701138509371, 0.000255542203145094, 123.952236091316, 1231.59334362081, 1095.75, 173.553143217596, 172.47091664017, 0.889701138509371, 0.889701138509371, 0.88970113850937, 0.889701138509371, 330.154202455095, 326.125035191387, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 1773.08647895601, 1579.2893087386, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 1564.25293152262, 1435.48667706595, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.902323382533942, 0.890898718140339, 0.814187486667495, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.00146130778290334, 0.77002789980949, 0.000711258767124859, 54.1845812931478, 474.333462580207, 365.25, 160.286839454832, 154.338430815216, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 283.029948002611, 263.472181842347, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 684.31845812215, 526.944363193939, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 622.859454131464, 503.903465353996, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.765771594007676, 0.707106781186548, 0.586406134189057, 0.5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 474.333462580207, 0.00146130778290334, 0.77002789980949, 0.000711258767124859, 66.1845812931478, 474.333462580207, 365.25, 160.286839454832, 154.338430815216, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 283.029948002611, 263.472181842347, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 684.31845812215, 526.944363193939, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 648.27855264295, 515.423914519345, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.765771594007676, 0.707106781186548, 0.586406134189057, 0.5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 447.200151462634, 0.00154997080902792, 0.816748381693065, 0.000733520786158249, 52.1147136170505, 447.200151462634, 365.25, 159.053316784769, 154.338430815216, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 278.895537792146, 263.472181842347, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 645.173413654074, 526.944363193939, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 589.977411833401, 500.977245032453, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.753472001904538, 0.707106781186548, 0.567720057654032, 0.5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 447.200151462634, 0.00154997080902792, 0.816748381693065, 0.000733520786158249, 64.1147136170505, 447.200151462634, 365.25, 159.053316784769, 154.338430815216, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 278.895537792146, 263.472181842347, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 645.173413654074, 526.944363193939, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 613.837548052781, 513.960804358574, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.753472001904538, 0.707106781186548, 0.567720057654032, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.00164464536316304, 0.866636604378929, 0.000756365968549298, 50.1508888475999, 421.456926876236, 365.25, 157.750426931963, 154.338430815216, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378928, 274.573529682126, 263.472181842347, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 608.033809286574, 526.944363193939, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378928, 558.644582045533, 497.858099625773, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.740556491809357, 0.707106781186548, 0.548423917560983, 0.5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 421.456926876237, 0.00164464536316304, 0.866636604378929, 0.000756365968549298, 62.1508888475999, 421.456926876236, 365.25, 157.750426931963, 154.338430815216, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378928, 274.573529682126, 263.472181842347, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 608.033809286574, 526.944363193939, 0.866636604378929, 0.866636604378929, 0.866636604378928, 0.866636604378928, 580.947579891755, 512.401231655234, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.866636604378929, 0.740556491809357, 0.707106781186548, 0.548423917560983, 0.5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 410.531114540271, 0.00168841570348732, 0.889701138509371, 0.000766626609435282, 49.3174120304387, 410.531114540271, 365.25, 157.152999978225, 154.338430815216, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 272.607086901396, 263.472181842347, 0.889701138509371, 0.889701138509371, 0.88970113850937, 0.889701138509371, 592.27119761125, 526.944363193939, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 545.302289140023, 496.423529266297, 0.889701138509371, 0.88970113850937, 0.889701138509371, 0.889701138509371, 0.734660406986623, 0.707106781186548, 0.539725913593751, 0.5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0, 0.5, 1.5, 0.00284660033084166, 410.531114540271, 0.00168841570348732, 0.889701138509371, 0.000766626609435282, 61.3174120304387, 410.531114540271, 365.25, 157.152999978225, 154.338430815216, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 272.607086901396, 263.472181842347, 0.889701138509371, 0.889701138509371, 0.88970113850937, 0.889701138509371, 592.27119761125, 526.944363193939, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 566.920863092258, 511.683946475496, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.889701138509371, 0.734660406986623, 0.707106781186548, 0.539725913593751, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 237.166731290103, 0.00292261556580668, 0.77002789980949, 0.00142251753424972, 36.0922906465739, 237.166731290103, 182.625, 141.514974001306, 131.736090921173, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 224.500222835276, 197.60413638176, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 342.159267096073, 263.472181842347, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 328.360070036606, 259.39908797878, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.586406134189057, 0.5, 0.343872154214554, 0.25
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 237.166731290103, 0.00292261556580668, 0.77002789980949, 0.00142251753424972, 48.0922906465739, 237.166731290103, 182.625, 141.514974001306, 131.736090921173, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 224.500222835276, 197.60413638176, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 342.159267096073, 263.472181842347, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 337.414107476806, 262.453908376455, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.77002789980949, 0.586406134189057, 0.5, 0.343872154214554, 0.25
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 223.600075731317, 0.00309994161805583, 0.816748381693065, 0.0014670415723165, 35.0573568085252, 223.600075731317, 182.625, 139.447768896073, 131.736090921173, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 218.615064293478, 197.60413638176, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 322.586720399967, 263.472181842347, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 310.781361480136, 258.881800420628, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.816748381693065, 0.567720057654032, 0.5, 0.322306063862697, 0.25
